名称	部件	掉落遗物	杜卡德金币
欧特鲁斯Prime	蓝图	后纪S20（罕见）, 后纪B2（罕见）, 后纪A17（罕见）, 古纪B7（罕见）, 前纪R6（罕见）, 后纪M1（罕见）, 后纪C1（罕见）, 中纪L3（罕见）, 古纪H2（罕见）, 前纪B1（罕见）, 中纪D9（罕见）, 中纪Q1（罕见）, 中纪C2（罕见）, 后纪V3（罕见）, 古纪S8（罕见）, 古纪S11（罕见）, 古纪S10（罕见）, 古纪B6（罕见）, 后纪A13（罕见）	100
欧特鲁斯Prime	握柄	前纪A10（常见）, 前纪G2（常见）, 前纪D1（常见）, 后纪A6（常见）, 古纪M10（常见）, 前纪N4（常见）, 后纪G11（常见）, 前纪K1（常见）, 中纪H1（常见）, 中纪P3（常见）, 后纪L2（常见）, 后纪G10（常见）, 中纪T7（常见）, 后纪K2（常见）, 后纪Y2（常见）, 中纪P8（常见）, 中纪Z1（常见）, 古纪A3（常见）, 古纪D4（常见）, 后纪P9（常见）, 中纪M4（常见）, 前纪B1（常见）, 古纪N10（常见）, 中纪A12（常见）, 前纪A1（常见）, 前纪V14（常见）, 前纪D4（常见）, 前纪P5（常见）, 前纪F5（常见）, 前纪K3（常见）, 后纪K9（常见）, 前纪K2（常见）, 后纪P6（常见）, 古纪M9（常见）	15
手鼓Prime	枪管	古纪C9（罕见）, 中纪T8（罕见）, 中纪N16（罕见）, 古纪H5（罕见）, 后纪C6（罕见）, 后纪N8（罕见）, 中纪N20（罕见）	100
手鼓Prime	蓝图	古纪N8（常见）, 后纪P4（常见）, 古纪N11（常见）, 中纪G4（常见）, 前纪N15（常见）, 后纪N9（常见）, 古纪I1（常见）	15
手鼓Prime	枪机	后纪P5（稀有）, 中纪P4（稀有）, 中纪P2（稀有）, 前纪P8（稀有）, 前纪P9（稀有）	45
鲮鲤剑Prime	刀刃	古纪N7（罕见）, 后纪A11（罕见）, 中纪S14（罕见）, 后纪G4（罕见）, 后纪T7（罕见）, 后纪C8（罕见）, 古纪S11（罕见）, 后纪A13（罕见）	100
鲮鲤剑Prime	蓝图	古纪P5（稀有）, 中纪P3（稀有）, 后纪P4（稀有）, 中纪P5（稀有）, 中纪P1（稀有）, 前纪P3（稀有）	45
鲮鲤剑Prime	握柄	后纪V11（常见）, 后纪I1（常见）, 前纪N10（常见）, 前纪R3（常见）, 中纪N13（常见）, 中纪N17（常见）, 前纪S11（常见）, 后纪C6（常见）	15
猎豹Prime	枪管	前纪P4（稀有）, 古纪P4（稀有）, 前纪P7（稀有）, 古纪P3（稀有）, 前纪P12（稀有）	45
猎豹Prime	蓝图	后纪I3（常见）, 中纪P3（常见）, 后纪O5（常见）, 后纪I1（常见）, 后纪C5（常见）, 后纪S11（常见）, 中纪K4（常见）, 后纪Z1（常见）	15
猎豹Prime	枪机	前纪P2（稀有）, 中纪A10（罕见）, 前纪P5（稀有）	45
猎豹Prime	枪托	前纪N10（罕见）, 后纪M2（罕见）, 古纪G3（罕见）, 古纪V10（罕见）, 前纪T5（罕见）, 前纪G3（罕见）, 后纪S10（罕见）	100
帕里斯Prime	蓝图	中纪V11（常见）, 后纪K3（常见）, 后纪S17（常见）, 后纪A14（常见）, 前纪H1（常见）, 中纪C6（常见）, 古纪F1（常见）, 中纪N22（常见）, 前纪D6（常见）, 后纪A19（常见）, 古纪S4（常见）, 古纪M3（常见）, 中纪N15（常见）, 古纪M4（常见）, 后纪E2（常见）, 前纪S1（常见）, 前纪H5（常见）, 中纪Z1（常见）, 后纪G1（常见）, 前纪V2（常见）, 后纪O1（常见）, 后纪V4（常见）, 后纪L6（常见）, 中纪S19（常见）, 前纪S11（常见）, 前纪E4（常见）, 后纪K9（常见）, 古纪H1（常见）, 前纪G5（常见）, 后纪K4（常见）, 后纪K7（常见）	15
帕里斯Prime	弓身	前纪X1（罕见）, 中纪N23（罕见）, 前纪S7（罕见）, 前纪T4（罕见）, 前纪B6（罕见）, 古纪S7（罕见）, 古纪S1（罕见）, 中纪C3（罕见）, 古纪A10（罕见）, 中纪K4（罕见）, 后纪A10（罕见）, 中纪R3（罕见）, 中纪R2（罕见）, 中纪G4（罕见）, 中纪G1（罕见）, 前纪S2（罕见）, 古纪K6（罕见）, 前纪F5（罕见）, 古纪S16（罕见）, 前纪G6（罕见）, 前纪S15（罕见）	100
帕里斯Prime	下弓臂	古纪G14（常见）, 后纪D6（常见）, 古纪Z3（常见）, 后纪S12（常见）, 前纪G8（常见）, 前纪O2（常见）, 古纪V2（常见）, 后纪T8（常见）, 古纪T4（常见）, 中纪E4（常见）, 前纪F1（常见）, 中纪D3（常见）, 后纪B4（常见）, 古纪B2（常见）, 后纪H7（常见）, 古纪T5（常见）, 后纪A18（常见）, 古纪K7（常见）, 中纪S17（常见）, 古纪C4（常见）, 后纪B5（常见）, 中纪P1（常见）, 后纪T3（常见）, 古纪S17（常见）, 古纪V3（常见）, 前纪T3（常见）, 前纪T2（常见）, 前纪O1（常见）, 前纪D2（常见）, 前纪C9（常见）, 中纪S2（常见）, 后纪B3（常见）, 古纪V1（常见）, 前纪P9（常见）	15
帕里斯Prime	弓弦	后纪S20（常见）, 前纪S10（常见）, 前纪B8（常见）, 中纪V3（常见）, 中纪B1（常见）, 中纪V5（常见）, 后纪N12（常见）, 古纪H4（常见）, 前纪A7（常见）, 古纪S1（常见）, 前纪N12（常见）, 中纪N21（常见）, 后纪O2（常见）, 中纪M1（常见）, 古纪K10（常见）, 中纪Z6（常见）, 中纪Z4（常见）, 中纪P9（常见）, 古纪H9（常见）, 中纪N3（常见）, 后纪T6（常见）, 中纪D9（常见）, 前纪E6（常见）, 中纪N8（常见）, 中纪A12（常见）, 前纪S2（常见）, 古纪H3（常见）, 前纪M3（常见）, 前纪N9（常见）, 中纪N4（常见）, 前纪M2（常见）, 前纪H6（常见）, 古纪S3（常见）, 中纪A5（常见）, 前纪K2（常见）, 后纪S18（常见）	15
帕里斯Prime	上弓臂	古纪N19（常见）, 后纪Y1（罕见）, 古纪K3（常见）, 前纪N4（常见）, 古纪V2（罕见）, 前纪B4（常见）, 后纪H4（常见）, 前纪T1（罕见）, 古纪F2（常见）, 前纪P10（罕见）, 前纪L3（常见）, 前纪V10（罕见）, 中纪N19（罕见）, 古纪G3（常见）, 中纪C4（罕见）, 古纪T12（常见）, 后纪N3（常见）, 中纪S12（常见）, 后纪H6（常见）, 前纪S1（罕见）, 后纪S11（罕见）, 古纪C9（常见）, 中纪N17（常见）, 古纪N14（罕见）, 中纪P7（常见）, 中纪P4（常见）, 中纪O3（常见）, 前纪T5（常见）, 中纪D5（常见）, 古纪L5（常见）, 前纪B9（罕见）, 古纪C2（常见）, 前纪R1（常见）, 前纪I1（常见）, 前纪H2（罕见）, 中纪S2（罕见）, 后纪D5（常见）, 古纪V1（常见）, 古纪N2（常见）	15
月面狂风Prime	枪管	中纪P10（稀有）	45
月面狂风Prime	蓝图	前纪L4（常见）	15
月面狂风Prime	枪机	古纪C14（罕见）	100
月面狂风Prime	枪托	后纪C11（常见）	15
幻离子Prime	枪管	前纪P10（稀有）, 中纪P8（稀有）, 古纪P8（稀有）, 前纪P13（稀有）	45
幻离子Prime	蓝图	后纪N10（罕见）, 古纪C11（罕见）, 古纪A9（罕见）, 中纪Z10（罕见）, 前纪W5（罕见）, 后纪N9（罕见）, 前纪G5（罕见）	100
幻离子Prime	枪机	古纪T13（常见）, 前纪N14（常见）, 中纪O2（常见）, 前纪W3（常见）, 古纪B10（常见）, 前纪C8（常见）, 前纪K4（常见）, 中纪F3（常见）, 古纪T10（常见）	15
幻离子Prime	枪托	古纪P6（稀有）, 中纪P6（稀有）, 前纪P11（稀有）, 后纪C9（罕见）, 前纪P14（稀有）, 后纪P6（稀有）	45
Protea Prime	蓝图	后纪N13（常见）, 中纪C6（常见）, 前纪V10（常见）, 前纪W4（常见）, 古纪W4（常见）, 先锋C1（常见）, 前纪V14（常见）, 前纪K7（常见）, 后纪V13（常见）	15
Protea Prime	机体蓝图	先锋M1（罕见）, 后纪P8（稀有）, 中纪P7（稀有）, 前纪P17（稀有）, 后纪P7（稀有）	45
Protea Prime	头部神经光元蓝图	前纪T8（罕见）, 中纪P6（罕见）, 后纪T12（罕见）, 古纪O4（罕见）, 后纪S16（罕见）, 先锋E1（常见）, 中纪D9（罕见）, 古纪D7（罕见）	100
Protea Prime	系统蓝图	古纪P9（稀有）, 先锋P1（稀有）, 后纪P9（稀有）, 中纪P9（稀有）, 前纪P15（稀有）, 前纪P16（稀有）	45
食人鱼Prime	枪管	前纪E2（常见）, 后纪A8（常见）, 中纪V7（常见）, 中纪A9（常见）, 后纪C4（常见）, 前纪N7（常见）, 中纪A2（常见）, 古纪L3（常见）, 古纪L2（常见）	15
食人鱼Prime	蓝图	前纪P1（稀有）, 古纪P1（稀有）, 前纪P6（稀有）, 古纪P2（稀有）, 古纪P7（稀有）, 后纪P2（稀有）, 后纪P1（稀有）, 后纪P3（稀有）	45
食人鱼Prime	枪机	后纪K3（罕见）, 中纪C1（罕见）, 古纪D5（罕见）, 后纪D3（罕见）, 中纪Z2（罕见）, 中纪G2（罕见）, 后纪C3（罕见）	100
威震武扇Prime	刀刃	古纪Q2（稀有）, 古纪Q1（稀有）, 中纪Q1（稀有）	45
威震武扇Prime	蓝图	古纪N18（罕见）, 前纪L4（罕见）, 前纪G8（罕见）, 中纪X1（罕见）, 中纪A15（罕见）	100
威震武扇Prime	握柄	后纪Y3（常见）, 后纪T13（常见）, 后纪N13（常见）, 前纪V12（常见）, 后纪G14（常见）, 前纪A8（常见）	15
收割者Prime	刀刃	中纪E1（罕见）, 古纪M8（罕见）, 前纪F2（罕见）	100
收割者Prime	蓝图	古纪L4（罕见）, 后纪L1（常见）, 中纪S5（常见）	15
收割者Prime	握柄	古纪G1（常见）, 前纪F4（常见）, 前纪F3（常见）	15
救赎者Prime	刀刃	古纪M5（常见）, 古纪D5（常见）, 中纪S12（常见）, 中纪T3（常见）, 中纪P1（常见）, 中纪N10（常见）, 中纪G2（常见）, 前纪Z2（常见）, 古纪N9（常见）, 古纪L2（常见）	15
救赎者Prime	蓝图	前纪B4（罕见）, 前纪B7（罕见）, 后纪M4（罕见）, 中纪C1（罕见）, 中纪Z4（罕见）, 后纪G2（罕见）, 古纪D2（罕见）, 古纪B6（罕见）	100
救赎者Prime	握柄	后纪R2（稀有）, 古纪R1（稀有）, 中纪R5（稀有）, 中纪R3（稀有）, 后纪R3（稀有）, 中纪R4（稀有）	45
Revenant Prime	蓝图	前纪R6（稀有）, 古纪R4（稀有）, 前纪R5（稀有）, 古纪R3（稀有）, 古纪R5（稀有）, 古纪R2（稀有）	45
Revenant Prime	机体蓝图	中纪N23（常见）, 后纪G12（常见）, 中纪S17（常见）, 后纪F2（常见）, 中纪K5（常见）, 前纪N13（常见）, 后纪C9（常见）, 前纪H6（常见）, 中纪A11（常见）	15
Revenant Prime	头部神经光元蓝图	古纪T13（罕见）, 古纪S14（罕见）, 中纪Z10（罕见）, 中纪A12（罕见）, 后纪D5（罕见）	100
Revenant Prime	系统蓝图	后纪A16（罕见）, 后纪B8（罕见）, 前纪H5（罕见）, 中纪P8（罕见）, 前纪K5（罕见）, 前纪C9（罕见）, 前纪P9（罕见）	100
Rhino Prime	蓝图	后纪R1（稀有）, 后纪R4（稀有）, 中纪R1（稀有）	45
Rhino Prime	机体蓝图	前纪N6（罕见）, 古纪E1（罕见）, 前纪M1（罕见）	100
Rhino Prime	头部神经光元蓝图	古纪B1（罕见）, 古纪B4（罕见）, 前纪S14（罕见）	100
Rhino Prime	系统蓝图	中纪G6（常见）, 中纪B3（常见）, 后纪S3（常见）	15
绝路Prime	枪管	古纪T6（常见）, 后纪M1（罕见）, 中纪H2（罕见）, 前纪Z3（罕见）, 前纪Z2（罕见）, 古纪S8（罕见）	100
绝路Prime	蓝图	前纪R4（稀有）, 前纪R2（稀有）, 前纪R3（稀有）, 中纪R2（稀有）, 前纪R1（稀有）	45
绝路Prime	枪机	古纪K3（常见）, 古纪O1（常见）, 古纪K2（常见）, 古纪A3（常见）, 古纪W2（常见）, 中纪K3（常见）, 后纪T5（常见）	15
绝路Prime	枪托	后纪A9（常见）, 前纪E2（罕见）, 后纪L5（常见）, 古纪M3（罕见）, 后纪P2（罕见）, 中纪P1（罕见）, 古纪B5（罕见）, 后纪D2（罕见）, 古纪C8（罕见）	100
沙罗之牙Prime	刀刃	后纪S20（稀有）	45
沙罗之牙Prime	蓝图	前纪E7（罕见）	100
沙罗之牙Prime	握柄	中纪S20（常见）	15
Saryn Prime	蓝图	后纪N12（罕见）, 后纪N6（罕见）, 古纪S4（稀有）, 前纪C3（罕见）, 古纪V6（罕见）, 前纪S4（稀有）, 中纪S1（稀有）	45
Saryn Prime	机体蓝图	中纪S10（稀有）, 古纪S17（稀有）, 中纪S13（稀有）, 前纪S2（稀有）, 中纪S2（稀有）	45
Saryn Prime	头部神经光元蓝图	前纪S5（罕见）, 后纪V9（常见）, 中纪V4（罕见）, 中纪S19（罕见）, 前纪S9（罕见）, 古纪C5（常见）, 古纪A1（罕见）	100
Saryn Prime	系统蓝图	前纪M5（常见）, 前纪N4（常见）, 前纪F1（常见）, 中纪N5（常见）, 中纪S10（常见）, 后纪G1（常见）, 中纪S13（常见）, 古纪H1（常见）, 后纪S5（常见）, 后纪T1（常见）, 前纪C1（常见）	15
分裂斩斧Prime	刀刃	后纪S8（稀有）, 后纪S1（稀有）, 后纪S3（稀有）	45
分裂斩斧Prime	蓝图	古纪C7（罕见）, 古纪F1（罕见）, 古纪B4（罕见）	100
分裂斩斧Prime	握柄	前纪N11（常见）, 前纪N6（罕见）, 前纪C1（罕见）	15
祸根Prime	枪管	前纪S12（稀有）, 中纪S15（稀有）, 后纪S14（稀有）, 前纪S13（稀有）, 前纪S11（稀有）, 后纪S10（稀有）	45
祸根Prime	刀刃	后纪A16（常见）, 前纪V7（常见）, 前纪A4（常见）, 中纪C4（常见）, 前纪N16（常见）, 中纪M4（常见）, 中纪N18（常见）, 古纪R3（常见）, 古纪R2（常见）	15
祸根Prime	蓝图	后纪S12（稀有）, 古纪S14（稀有）, 后纪S11（稀有）, 后纪S9（稀有）, 后纪S15（稀有）	45
祸根Prime	握柄	古纪C9（罕见）, 中纪T6（罕见）, 中纪K5（罕见）, 前纪G4（罕见）, 前纪C8（罕见）, 后纪K11（罕见）, 后纪T11（罕见）	100
Sevagoth	头部神经光元蓝图	前纪L4（常见）	15
Sevagoth Prime	蓝图	后纪Y3（罕见）, 古纪L7（罕见）, 前纪V12（罕见）, 古纪Z4（罕见）, 中纪A13（罕见）, 后纪Z2（罕见）	100
Sevagoth Prime	机体蓝图	中纪S20（稀有）, 后纪S17（稀有）, 古纪S16（稀有）, 后纪S18（稀有）	45
Sevagoth Prime	头部神经光元蓝图	前纪A9（常见）, 中纪K9（常见）, 后纪Y1（常见）, 前纪A7（常见）, 前纪L3（常见）, 后纪G14（常见）, 中纪T9（常见）	15
Sevagoth Prime	系统蓝图	古纪E2（常见）, 古纪C14（常见）, 前纪G8（常见）, 古纪M10（常见）, 古纪A7（常见）, 古纪C12（常见）, 古纪D7（常见）	15
阴影Prime	蓝图	后纪H8（罕见）, 后纪A17（罕见）, 前纪N14（罕见）, 后纪W4（罕见）, 前纪B9（罕见）, 后纪W3（罕见）, 中纪Z11（罕见）	100
阴影Prime	外壳	后纪S16（稀有）, 后纪S19（稀有）, 中纪S18（稀有）, 古纪S15（稀有）	45
阴影Prime	头部	后纪G11（常见）, 中纪N22（常见）, 中纪W1（常见）, 前纪W5（常见）, 中纪F2（常见）, 古纪F3（常见）, 古纪C12（常见）, 古纪M9（常见）	15
阴影Prime	系统	古纪A6（罕见）, 古纪X1（罕见）, 古纪L6（罕见）, 前纪F5（罕见）, 前纪P14（罕见）, 后纪B6（罕见）	100
暗杀者Prime	枪管	前纪F2（常见）, 中纪F1（常见）, 中纪G6（常见）	15
暗杀者Prime	蓝图	前纪B10（罕见）, 后纪E1（常见）, 中纪F1（常见）	15
暗杀者Prime	枪机	后纪S2（稀有）, 前纪S14（稀有）, 中纪S5（稀有）	45
席瓦&神盾Prime	刀刃	前纪G1（罕见）, 后纪S6（罕见）, 后纪C2（罕见）, 中纪L1（罕见）, 前纪O6（罕见）, 前纪M2（罕见）	100
席瓦&神盾Prime	蓝图	古纪B9（罕见）, 中纪G3（罕见）, 前纪P1（罕见）, 古纪Z2（罕见）, 前纪V5（罕见）, 后纪V7（罕见）, 古纪T2（罕见）	100
席瓦&神盾Prime	护手	中纪S9（稀有）, 中纪S16（稀有）, 中纪S6（稀有）, 中纪S7（稀有）, 古纪S9（稀有）	45
席瓦&神盾Prime	握柄	前纪O4（常见）, 中纪I3（常见）, 中纪V5（常见）, 古纪M3（常见）, 古纪C3（常见）, 前纪B2（常见）, 中纪K1（常见）	15
月神Prime	枪管	古纪M2（常见）, 中纪S3（常见）, 前纪D5（常见）	15
月神Prime	蓝图	前纪B3（常见）, 中纪N12（常见）, 古纪M1（罕见）, 中纪S1（常见）	15
月神Prime	枪机	古纪K4（罕见）, 中纪N1（罕见）, 中纪N9（罕见）, 古纪S3（罕见）	100
月神Prime	枪托	古纪S2（稀有）, 后纪S4（稀有）, 前纪S1（稀有）, 后纪S7（稀有）	45
旋刃飞刀Prime	刀刃	前纪M5（罕见）, 后纪V9（罕见）, 前纪S6（稀有）, 中纪S10（罕见）, 中纪S3（稀有）, 古纪S5（稀有）	45
旋刃飞刀Prime	蓝图	古纪V4（常见）, 前纪V5（常见）, 古纪S17（常见）, 中纪S13（常见）, 前纪V3（常见）, 前纪V1（常见）, 前纪S9（常见）, 古纪C5（常见）, 古纪N2（常见）	15
旋刃飞刀Prime	镖袋	古纪S6（稀有）, 古纪S1（稀有）, 中纪S8（稀有）, 前纪S9（稀有）, 前纪S3（稀有）, 古纪S3（稀有）, 前纪S15（稀有）, 后纪S5（稀有）	45
斯特拉迪瓦Prime	枪管	古纪M5（罕见）, 古纪M4（罕见）, 古纪N6（罕见）, 中纪I2（罕见）, 中纪E3（罕见）, 前纪E3（罕见）	100
斯特拉迪瓦Prime	蓝图	古纪S13（稀有）, 中纪S14（稀有）, 中纪S11（稀有）, 中纪S12（稀有）, 古纪S8（稀有）, 古纪S10（稀有）	45
斯特拉迪瓦Prime	枪机	后纪A10（常见）, 古纪W2（常见）, 古纪D3（常见）, 前纪Z3（常见）, 前纪W2（常见）, 后纪W1（常见）	15
斯特拉迪瓦Prime	枪托	前纪C5（常见）, 古纪N13（常见）, 后纪R3（常见）, 古纪P3（常见）, 后纪T2（常见）, 后纪B3（常见）, 古纪N5（常见）	15
斯特朗Prime	枪管	后纪N12（罕见）, 古纪T7（罕见）, 后纪P4（罕见）, 古纪N12（罕见）, 古纪B10（罕见）, 古纪H5（罕见）, 前纪H4（罕见）, 后纪N8（罕见）	100
斯特朗Prime	蓝图	前纪S10（稀有）, 中纪S17（稀有）, 中纪S19（稀有）, 古纪S12（稀有）, 古纪S11（稀有）	45
斯特朗Prime	枪机	后纪T8（常见）, 前纪P10（常见）, 中纪C3（常见）, 后纪I2（常见）, 中纪L2（常见）, 中纪M4（常见）, 中纪D5（常见）, 中纪S19（常见）, 前纪G3（常见）	15
斯特朗Prime	枪托	前纪M5（罕见）, 古纪H6（罕见）, 古纪G5（罕见）, 中纪N17（罕见）, 前纪S11（罕见）, 前纪D7（罕见）, 中纪A8（罕见）, 后纪K10（罕见）	100
席芭莉丝Prime	枪管	前纪S7（稀有）, 前纪S5（稀有）, 前纪S8（稀有）, 后纪S6（稀有）, 古纪S7（稀有）, 后纪S13（稀有）	45
席芭莉丝Prime	蓝图	后纪B2（常见）, 后纪K2（常见）, 中纪N11（常见）, 中纪N8（常见）, 前纪O6（常见）, 前纪Z2（常见）, 古纪C3（常见）	15
席芭莉丝Prime	枪机	中纪I3（罕见）, 中纪G3（罕见）, 中纪S7（罕见）, 后纪C4（罕见）, 中纪N6（罕见）	100
席芭莉丝Prime	枪托	古纪P1（常见）, 后纪A15（常见）, 古纪S9（常见）, 前纪A1（常见）, 古纪N3（常见）, 后纪K4（常见）	15
龙辰Prime	刀刃	前纪B8（罕见）, 古纪G6（罕见）, 前纪G7（罕见）, 中纪T6（罕见）, 后纪C9（罕见）, 古纪R5（罕见）	100
龙辰Prime	蓝图	后纪N10（常见）, 古纪H6（常见）, 中纪L3（常见）, 前纪S12（常见）, 古纪A9（常见）, 中纪S18（常见）, 中纪D8（常见）, 前纪G6（常见）, 后纪P7（常见）	15
龙辰Prime	握柄	古纪T13（稀有）, 后纪T10（稀有）, 中纪T7（稀有）, 古纪T12（稀有）, 古纪T10（稀有）	45
铁钩手甲Prime	刀刃	中纪T2（稀有）, 后纪T7（稀有）, 后纪T6（稀有）, 前纪T6（稀有）	45
铁钩手甲Prime	蓝图	古纪P5（罕见）, 中纪B7（罕见）, 前纪V8（罕见）, 前纪E4（罕见）, 古纪L2（罕见）	100
铁钩手甲Prime	拳套	古纪T4（常见）, 后纪C5（常见）, 后纪G4（常见）, 古纪A5（常见）, 前纪T5（常见）, 前纪W1（常见）, 后纪W2（常见）, 前纪N9（常见）	15
双簧管Prime	枪管	古纪T5（稀有）, 中纪T6（稀有）, 中纪T5（稀有）, 前纪Z5（罕见）, 前纪T5（稀有）, 古纪T9（稀有）	45
双簧管Prime	蓝图	中纪B7（常见）, 后纪I2（常见）, 古纪O3（常见）, 前纪A3（常见）, 前纪P5（常见）, 后纪K10（常见）, 中纪N20（常见）	15
双簧管Prime	枪机	后纪T8（稀有）, 前纪T4（稀有）, 中纪T8（稀有）, 中纪T4（稀有）	45
双簧管Prime	枪托	后纪S12（罕见）, 后纪C7（罕见）, 后纪P5（罕见）, 前纪Z4（罕见）, 后纪T6（罕见）, 后纪G7（罕见）, 古纪R2（罕见）	100
狂鲨Prime	枪管	前纪T1（稀有）, 中纪K3（罕见）	45
狂鲨Prime	蓝图	古纪K3（罕见）, 后纪L2（罕见）, 后纪O2（罕见）, 古纪A3（罕见）, 中纪R2（罕见）, 古纪C8（常见）, 后纪O4（罕见）	100
狂鲨Prime	枪机	前纪O2（常见）, 后纪K3（常见）, 后纪D1（常见）, 后纪P2（常见）, 后纪G5（常见）, 前纪R1（常见）	15
狂鲨Prime	枪托	古纪T6（稀有）, 前纪T3（稀有）, 前纪T2（稀有）, 古纪T2（稀有）	45
猛虎Prime	枪管	中纪H1（罕见）, 后纪S6（罕见）, 古纪V4（罕见）, 前纪N16（罕见）, 古纪K1（罕见）, 中纪B4（罕见）, 古纪V3（罕见）	100
猛虎Prime	蓝图	古纪T3（稀有）, 中纪T1（稀有）, 古纪T1（稀有）, 后纪T11（稀有）, 后纪T1（稀有）	45
猛虎Prime	枪机	后纪V5（罕见）, 中纪V3（罕见）, 前纪K1（罕见）, 中纪S6（罕见）, 前纪S6（罕见）, 古纪S9（罕见）, 前纪T2（罕见）, 前纪S13（罕见）, 前纪N5（罕见）	100
猛虎Prime	枪托	中纪B2（常见）, 古纪B2（常见）, 中纪N11（常见）, 前纪S1（常见）, 中纪V4（常见）, 古纪K11（常见）	15
提佩多Prime	蓝图	古纪B7（常见）, 前纪N10（常见）, 前纪L1（常见）, 前纪C5（常见）, 古纪P2（常见）, 前纪A2（常见）, 前纪W2（常见）, 前纪W1（常见）	15
提佩多Prime	握柄	后纪T9（稀有）, 后纪T4（稀有）, 后纪T3（稀有）, 后纪T2（稀有）	45
提佩多Prime	饰物	后纪A6（罕见）, 后纪C5（罕见）, 古纪N13（罕见）, 中纪Z6（罕见）, 中纪N10（罕见）, 后纪G2（罕见）	100
Titania Prime	蓝图	前纪S10（罕见）, 古纪M5（罕见）, 后纪V11（罕见）, 中纪D2（罕见）, 中纪P2（罕见）, 古纪H3（罕见）	100
Titania Prime	机体蓝图	古纪P4（常见）, 古纪G11（常见）, 后纪M2（常见）, 中纪N14（常见）, 前纪Z4（常见）, 中纪M3（常见）, 后纪S9（常见）, 前纪I1（常见）	15
Titania Prime	头部神经光元蓝图	前纪P4（罕见）, 古纪N8（罕见）, 古纪T5（罕见）, 古纪G4（罕见）, 中纪Z6（罕见）, 古纪N10（罕见）, 前纪E4（罕见）, 前纪A6（罕见）	100
Titania Prime	系统蓝图	古纪T4（稀有）, 古纪T8（稀有）, 古纪T7（稀有）, 中纪T3（稀有）, 古纪T11（稀有）, 后纪T5（稀有）	45
Trinity Prime	蓝图	前纪P6（罕见）, 古纪K4（罕见）, 后纪S1（罕见）, 古纪K1（罕见）, 中纪N6（罕见）, 前纪S4（罕见）	100
Trinity Prime	机体蓝图	后纪H1（罕见）, 古纪S4（罕见）, 后纪S7（罕见）, 古纪L3（罕见）, 中纪S1（罕见）, 后纪H2（罕见）	100
Trinity Prime	头部神经光元蓝图	后纪C1（常见）, 中纪S6（常见）, 古纪K8（罕见）, 中纪N7（常见）, 中纪D1（罕见）, 后纪V3（常见）, 前纪D5（常见）	15
Trinity Prime	系统蓝图	中纪B1（常见）, 中纪D4（常见）, 后纪A1（常见）, 中纪N12（常见）, 后纪V2（常见）, 后纪V4（常见）, 后纪C2（常见）, 后纪V3（常见）	15
灭杀者Prime	枪管	后纪T13（稀有）, 前纪T8（稀有）, 前纪T7（稀有）	45
灭杀者Prime	蓝图	古纪Q2（常见）, 前纪V15（常见）, 古纪K12（常见）, 中纪W2（常见）, 后纪P9（常见）, 前纪Y1（常见）, 前纪P16（常见）	15
灭杀者Prime	枪机	中纪T10（稀有）, 后纪T12（稀有）, 中纪T9（稀有）	45
灭杀者Prime	枪托	中纪P10（罕见）, 古纪N16（罕见）, 古纪Y1（罕见）, 前纪V14（罕见）, 前纪G9（罕见）	100
瓦德雅Prime	枪管	后纪Y3（罕见）, 古纪L7（罕见）, 中纪A15（罕见）	100
瓦德雅Prime	蓝图	前纪V15（稀有）, 前纪V12（稀有）	45
瓦德雅Prime	枪机	古纪G14（罕见）, 中纪C7（罕见）, 中纪S20（罕见）, 后纪S18（罕见）	100
瓦德雅Prime	枪托	古纪N19（常见）, 前纪X1（常见）, 古纪O4（常见）	15
Valkyr Prime	蓝图	古纪C7（常见）, 前纪N8（常见）, 后纪V9（常见）, 前纪S6（常见）, 古纪A2（常见）, 前纪S3（常见）, 后纪V7（常见）, 古纪T2（常见）, 古纪N3（常见）, 中纪K1（常见）	15
Valkyr Prime	机体蓝图	中纪V9（稀有）, 后纪V5（稀有）, 后纪V6（稀有）, 中纪V7（稀有）, 古纪V6（稀有）	45
Valkyr Prime	头部神经光元蓝图	前纪N11（罕见）, 古纪S6（罕见）, 前纪N8（罕见）, 前纪C2（罕见）, 中纪N7（罕见）, 前纪V4（罕见）, 古纪C5（罕见）, 前纪D2（罕见）, 古纪T1（罕见）	100
Valkyr Prime	系统蓝图	后纪V10（罕见）, 后纪V9（罕见）, 古纪V3（稀有）, 前纪V3（稀有）, 古纪V5（稀有）	45
瓦斯托Prime	枪管	后纪A5（常见）, 后纪M4（常见）, 后纪P5（常见）, 中纪N2（常见）, 古纪M8（常见）, 古纪A5（常见）, 中纪D1（常见）, 古纪T11（常见）, 后纪V3（常见）, 后纪S7（常见）, 古纪K11（常见）	15
瓦斯托Prime	蓝图	后纪A5（罕见）, 后纪P5（罕见）, 前纪L2（罕见）, 古纪L4（罕见）, 中纪S3（罕见）, 前纪V8（罕见）, 前纪A6（罕见）, 前纪D5（罕见）, 后纪S15（罕见）	100
瓦斯托Prime	枪机	后纪A5（常见）, 古纪G11（常见）, 古纪V9（常见）, 中纪T8（常见）, 前纪N16（常见）, 中纪R5（常见）, 前纪V2（常见）, 中纪N12（常见）, 中纪B8（常见）, 古纪A1（常见）	15
Vauban Prime	蓝图	古纪F2（稀有）, 后纪F1（罕见）, 中纪V2（稀有）, 前纪V6（罕见）	45
